序列号	原始表格名	语言	字段	说明
107	misc	zh-CN	HratliMagicLvl	哈特里魔法等级
108	misc	zh-CN	AlkorMin	阿尔科最小值
109	misc	zh-CN	AlkorMax	阿尔科最大值
110	misc	zh-CN	AlkorMagicMin	阿尔科魔法最小
111	misc	zh-CN	AlkorMagicMax	阿尔科魔法最大
112	misc	zh-CN	AlkorMagicLvl	阿尔科魔法等级
113	misc	zh-CN	OrmusMin	奥尔莫斯最小值
114	misc	zh-CN	OrmusMax	奥尔莫斯最大值
115	misc	zh-CN	OrmusMagicMin	奥尔莫斯魔法最小
116	misc	zh-CN	OrmusMagicMax	奥尔莫斯魔法最大
117	misc	zh-CN	OrmusMagicLvl	奥尔莫斯魔法等级
118	misc	zh-CN	ElzixMin	艾利克斯最小值
119	misc	zh-CN	ElzixMax	艾利克斯最大值
120	misc	zh-CN	ElzixMagicMin	艾利克斯魔法最小
121	misc	zh-CN	ElzixMagicMax	艾利克斯魔法最大
122	misc	zh-CN	ElzixMagicLvl	艾利克斯魔法等级
123	misc	zh-CN	AshearaMin	阿塞拉最小值
124	misc	zh-CN	AshearaMax	阿塞拉最大值
125	misc	zh-CN	AshearaMagicMin	阿塞拉魔法最小
126	misc	zh-CN	AshearaMagicMax	阿塞拉魔法最大
127	misc	zh-CN	AshearaMagicLvl	阿塞拉魔法等级
128	misc	zh-CN	CainMin	凯恩最小值
129	misc	zh-CN	CainMax	凯恩最大值
130	misc	zh-CN	CainMagicMin	凯恩魔法最小
131	misc	zh-CN	CainMagicMax	凯恩魔法最大
132	misc	zh-CN	CainMagicLvl	凯恩魔法等级
133	misc	zh-CN	HalbuMin	哈尔布最小值
134	misc	zh-CN	HalbuMax	哈尔布最大值
135	misc	zh-CN	HalbuMagicMin	哈尔布魔法最小
136	misc	zh-CN	HalbuMagicMax	哈尔布魔法最大
137	misc	zh-CN	HalbuMagicLvl	哈尔布魔法等级
138	misc	zh-CN	MalahMin	玛拉最小值
139	misc	zh-CN	MalahMax	玛拉最大值
140	misc	zh-CN	MalahMagicMin	玛拉魔法最小
141	misc	zh-CN	MalahMagicMax	玛拉魔法最大
142	misc	zh-CN	MalahMagicLvl	玛拉魔法等级
143	misc	zh-CN	LarzukMin	拉尔祖克最小值
144	misc	zh-CN	LarzukMax	拉尔祖克最大值
145	misc	zh-CN	LarzukMagicMin	拉尔祖克魔法最小
146	misc	zh-CN	LarzukMagicMax	拉尔祖克魔法最大
147	misc	zh-CN	LarzukMagicLvl	拉尔祖克魔法等级
148	misc	zh-CN	AnyaMin	安亚最小值
149	misc	zh-CN	AnyaMax	安亚最大值
150	misc	zh-CN	AnyaMagicMin	安亚魔法最小
151	misc	zh-CN	AnyaMagicMax	安亚魔法最大
152	misc	zh-CN	AnyaMagicLvl	安亚魔法等级
153	misc	zh-CN	JamellaMin	贾米拉最小值
154	misc	zh-CN	JamellaMax	贾米拉最大值
155	misc	zh-CN	JamellaMagicMin	贾米拉魔法最小
156	misc	zh-CN	JamellaMagicMax	贾米拉魔法最大
157	misc	zh-CN	JamellaMagicLvl	贾米拉魔法等级
158	misc	zh-CN	Transform	变形
159	misc	zh-CN	InvTrans	背包转换
160	misc	zh-CN	SkipName	跳过名称
161	misc	zh-CN	NightmareUpgrade	噩梦升级
162	misc	zh-CN	HellUpgrade	地狱升级
163	misc	zh-CN	mindam	最小伤害
164	misc	zh-CN	maxdam	最大伤害
165	misc	zh-CN	PermStoreItem	永久商店物品
166	misc	zh-CN	multibuy	批量购买
167	misc	zh-CN	Nameable	可命名
168	misc	zh-CN	EventItem	活动物品
169	misc	zh-CN	UICatOverride	UI分类覆盖
170	misc	zh-CN	diablocloneweight	暗黑克隆权重
171	misc	zh-CN	AdvancedStashStackable	高级储物箱可堆叠
172	misc	zh-CN	UsageConditionCalc	使用条件计算
