序列号	原始表格名	语言	字段	说明
52	skilldesc	zh-CN	desccalcb5	描述计算B5
53	skilldesc	zh-CN	descline6	描述行6
54	skilldesc	zh-CN	desctexta6	描述文本A6
55	skilldesc	zh-CN	desctextb6	描述文本B6
56	skilldesc	zh-CN	desccalca6	描述计算A6
57	skilldesc	zh-CN	desccalcb6	描述计算B6
58	skilldesc	zh-CN	dsc2line1	描述2行1
59	skilldesc	zh-CN	dsc2texta1	描述2文本A1
60	skilldesc	zh-CN	dsc2textb1	描述2文本B1
61	skilldesc	zh-CN	dsc2calca1	描述2计算A1
62	skilldesc	zh-CN	dsc2calcb1	描述2计算B1
63	skilldesc	zh-CN	dsc2line2	描述2行2
64	skilldesc	zh-CN	dsc2texta2	描述2文本A2
65	skilldesc	zh-CN	dsc2textb2	描述2文本B2
66	skilldesc	zh-CN	dsc2calca2	描述2计算A2
67	skilldesc	zh-CN	dsc2calcb2	描述2计算B2
68	skilldesc	zh-CN	dsc2line3	描述2行3
69	skilldesc	zh-CN	dsc2texta3	描述2文本A3
70	skilldesc	zh-CN	dsc2textb3	描述2文本B3
71	skilldesc	zh-CN	dsc2calca3	描述2计算A3
72	skilldesc	zh-CN	dsc2calcb3	描述2计算B3
73	skilldesc	zh-CN	dsc2line4	描述2行4
74	skilldesc	zh-CN	dsc2texta4	描述2文本A4
75	skilldesc	zh-CN	dsc2textb4	描述2文本B4
76	skilldesc	zh-CN	dsc2calca4	描述2计算A4
77	skilldesc	zh-CN	dsc2calcb4	描述2计算B4
78	skilldesc	zh-CN	dsc2line5	描述2行5
79	skilldesc	zh-CN	dsc2texta5	描述2文本A5
80	skilldesc	zh-CN	dsc2textb5	描述2文本B5
81	skilldesc	zh-CN	dsc2calca5	描述2计算A5
82	skilldesc	zh-CN	dsc2calcb5	描述2计算B5
83	skilldesc	zh-CN	dsc3line1	描述3行1
84	skilldesc	zh-CN	dsc3texta1	描述3文本A1
85	skilldesc	zh-CN	dsc3textb1	描述3文本B1
86	skilldesc	zh-CN	dsc3calca1	描述3计算A1
87	skilldesc	zh-CN	dsc3calcb1	描述3计算B1
88	skilldesc	zh-CN	dsc3line2	描述3行2
89	skilldesc	zh-CN	dsc3texta2	描述3文本A2
90	skilldesc	zh-CN	dsc3textb2	描述3文本B2
91	skilldesc	zh-CN	dsc3calca2	描述3计算A2
92	skilldesc	zh-CN	dsc3calcb2	描述3计算B2
93	skilldesc	zh-CN	dsc3line3	描述3行3
94	skilldesc	zh-CN	dsc3texta3	描述3文本A3
95	skilldesc	zh-CN	dsc3textb3	描述3文本B3
96	skilldesc	zh-CN	dsc3calca3	描述3计算A3
97	skilldesc	zh-CN	dsc3calcb3	描述3计算B3
98	skilldesc	zh-CN	dsc3line4	描述3行4
99	skilldesc	zh-CN	dsc3texta4	描述3文本A4
100	skilldesc	zh-CN	dsc3textb4	描述3文本B4
101	skilldesc	zh-CN	dsc3calca4	描述3计算A4
102	skilldesc	zh-CN	dsc3calcb4	描述3计算B4
103	skilldesc	zh-CN	dsc3line5	描述3行5
104	skilldesc	zh-CN	dsc3texta5	描述3文本A5
105	skilldesc	zh-CN	dsc3textb5	描述3文本B5
106	skilldesc	zh-CN	dsc3calca5	描述3计算A5
107	skilldesc	zh-CN	dsc3calcb5	描述3计算B5
108	skilldesc	zh-CN	dsc3line6	描述3行6
109	skilldesc	zh-CN	dsc3texta6	描述3文本A6
110	skilldesc	zh-CN	dsc3textb6	描述3文本B6
111	skilldesc	zh-CN	dsc3calca6	描述3计算A6
112	skilldesc	zh-CN	dsc3calcb6	描述3计算B6
113	skilldesc	zh-CN	dsc3line7	描述3行7
114	skilldesc	zh-CN	dsc3texta7	描述3文本A7
115	skilldesc	zh-CN	dsc3textb7	描述3文本B7
116	skilldesc	zh-CN	dsc3calca7	描述3计算A7
117	skilldesc	zh-CN	dsc3calcb7	描述3计算B7
118	skilldesc	zh-CN	item proc text	物品触发文本
119	skilldesc	zh-CN	item proc descline count	物品触发描述行数
120	skilldesc	zh-CN	*eol	行结束标记
