序列号	原始表格名	语言	字段	说明
104	armor	zh-CN	DrognanMagicLvl	德罗安魔法等级
105	armor	zh-CN	HratliMin	哈特里最小值
106	armor	zh-CN	HratliMax	哈特里最大值
107	armor	zh-CN	HratliMagicMin	哈特里魔法最小
108	armor	zh-CN	HratliMagicMax	哈特里魔法最大
109	armor	zh-CN	HratliMagicLvl	哈特里魔法等级
110	armor	zh-CN	AlkorMin	阿尔科最小值
111	armor	zh-CN	AlkorMax	阿尔科最大值
112	armor	zh-CN	AlkorMagicMin	阿尔科魔法最小
113	armor	zh-CN	AlkorMagicMax	阿尔科魔法最大
114	armor	zh-CN	AlkorMagicLvl	阿尔科魔法等级
115	armor	zh-CN	OrmusMin	奥尔莫斯最小值
116	armor	zh-CN	OrmusMax	奥尔莫斯最大值
117	armor	zh-CN	OrmusMagicMin	奥尔莫斯魔法最小
118	armor	zh-CN	OrmusMagicMax	奥尔莫斯魔法最大
119	armor	zh-CN	OrmusMagicLvl	奥尔莫斯魔法等级
120	armor	zh-CN	ElzixMin	艾利克斯最小值
121	armor	zh-CN	ElzixMax	艾利克斯最大值
122	armor	zh-CN	ElzixMagicMin	艾利克斯魔法最小
123	armor	zh-CN	ElzixMagicMax	艾利克斯魔法最大
124	armor	zh-CN	ElzixMagicLvl	艾利克斯魔法等级
125	armor	zh-CN	AshearaMin	阿塞拉最小值
126	armor	zh-CN	AshearaMax	阿塞拉最大值
127	armor	zh-CN	AshearaMagicMin	阿塞拉魔法最小
128	armor	zh-CN	AshearaMagicMax	阿塞拉魔法最大
129	armor	zh-CN	AshearaMagicLvl	阿塞拉魔法等级
130	armor	zh-CN	CainMin	凯恩最小值
131	armor	zh-CN	CainMax	凯恩最大值
132	armor	zh-CN	CainMagicMin	凯恩魔法最小
133	armor	zh-CN	CainMagicMax	凯恩魔法最大
134	armor	zh-CN	CainMagicLvl	凯恩魔法等级
135	armor	zh-CN	HalbuMin	哈尔布最小值
136	armor	zh-CN	HalbuMax	哈尔布最大值
137	armor	zh-CN	HalbuMagicMin	哈尔布魔法最小
138	armor	zh-CN	HalbuMagicMax	哈尔布魔法最大
139	armor	zh-CN	HalbuMagicLvl	哈尔布魔法等级
140	armor	zh-CN	JamellaMin	贾米拉最小值
141	armor	zh-CN	JamellaMax	贾米拉最大值
142	armor	zh-CN	JamellaMagicMin	贾米拉魔法最小
143	armor	zh-CN	JamellaMagicMax	贾米拉魔法最大
144	armor	zh-CN	JamellaMagicLvl	贾米拉魔法等级
145	armor	zh-CN	LarzukMin	拉尔祖克最小值
146	armor	zh-CN	LarzukMax	拉尔祖克最大值
147	armor	zh-CN	LarzukMagicMin	拉尔祖克魔法最小
148	armor	zh-CN	LarzukMagicMax	拉尔祖克魔法最大
149	armor	zh-CN	LarzukMagicLvl	拉尔祖克魔法等级
150	armor	zh-CN	MalahMin	玛拉最小值
151	armor	zh-CN	MalahMax	玛拉最大值
152	armor	zh-CN	MalahMagicMin	玛拉魔法最小
153	armor	zh-CN	MalahMagicMax	玛拉魔法最大
154	armor	zh-CN	MalahMagicLvl	玛拉魔法等级
155	armor	zh-CN	AnyaMin	安亚最小值
156	armor	zh-CN	AnyaMax	安亚最大值
157	armor	zh-CN	AnyaMagicMin	安亚魔法最小
158	armor	zh-CN	AnyaMagicMax	安亚魔法最大
159	armor	zh-CN	AnyaMagicLvl	安亚魔法等级
160	armor	zh-CN	Transform	变形
161	armor	zh-CN	InvTrans	背包转换
162	armor	zh-CN	SkipName	跳过名称
163	armor	zh-CN	NightmareUpgrade	噩梦升级
164	armor	zh-CN	HellUpgrade	地狱升级
165	armor	zh-CN	Nameable	可命名
166	armor	zh-CN	PermStoreItem	永久商店物品
167	armor	zh-CN	UICatOverride	UI分类覆盖
168	armor	zh-CN	diablocloneweight	暗黑克隆权重
