序列号	原始表格名	语言	字段	说明
90	weapons	zh-CN	AkaraMagicMax	阿卡拉魔法最大
91	weapons	zh-CN	AkaraMagicLvl	阿卡拉魔法等级
92	weapons	zh-CN	FaraMin	法拉最小值
93	weapons	zh-CN	FaraMax	法拉最大值
94	weapons	zh-CN	FaraMagicMin	法拉魔法最小
95	weapons	zh-CN	FaraMagicMax	法拉魔法最大
96	weapons	zh-CN	FaraMagicLvl	法拉魔法等级
97	weapons	zh-CN	LysanderMin	莱安德最小值
98	weapons	zh-CN	LysanderMax	莱安德最大值
99	weapons	zh-CN	LysanderMagicMin	莱安德魔法最小
100	weapons	zh-CN	LysanderMagicMax	莱安德魔法最大
101	weapons	zh-CN	LysanderMagicLvl	莱安德魔法等级
102	weapons	zh-CN	DrognanMin	德罗安最小值
103	weapons	zh-CN	DrognanMax	德罗安最大值
104	weapons	zh-CN	DrognanMagicMin	德罗安魔法最小
105	weapons	zh-CN	DrognanMagicMax	德罗安魔法最大
106	weapons	zh-CN	DrognanMagicLvl	德罗安魔法等级
107	weapons	zh-CN	HratliMin	哈特里最小值
108	weapons	zh-CN	HratliMax	哈特里最大值
109	weapons	zh-CN	HratliMagicMin	哈特里魔法最小
110	weapons	zh-CN	HratliMagicMax	哈特里魔法最大
111	weapons	zh-CN	HratliMagicLvl	哈特里魔法等级
112	weapons	zh-CN	AlkorMin	阿尔科最小值
113	weapons	zh-CN	AlkorMax	阿尔科最大值
114	weapons	zh-CN	AlkorMagicMin	阿尔科魔法最小
115	weapons	zh-CN	AlkorMagicMax	阿尔科魔法最大
116	weapons	zh-CN	AlkorMagicLvl	阿尔科魔法等级
117	weapons	zh-CN	OrmusMin	奥尔莫斯最小值
118	weapons	zh-CN	OrmusMax	奥尔莫斯最大值
119	weapons	zh-CN	OrmusMagicMin	奥尔莫斯魔法最小
120	weapons	zh-CN	OrmusMagicMax	奥尔莫斯魔法最大
121	weapons	zh-CN	OrmusMagicLvl	奥尔莫斯魔法等级
122	weapons	zh-CN	ElzixMin	艾利克斯最小值
123	weapons	zh-CN	ElzixMax	艾利克斯最大值
124	weapons	zh-CN	ElzixMagicMin	艾利克斯魔法最小
125	weapons	zh-CN	ElzixMagicMax	艾利克斯魔法最大
126	weapons	zh-CN	ElzixMagicLvl	艾利克斯魔法等级
127	weapons	zh-CN	AshearaMin	阿塞拉最小值
128	weapons	zh-CN	AshearaMax	阿塞拉最大值
129	weapons	zh-CN	AshearaMagicMin	阿塞拉魔法最小
130	weapons	zh-CN	AshearaMagicMax	阿塞拉魔法最大
131	weapons	zh-CN	AshearaMagicLvl	阿塞拉魔法等级
132	weapons	zh-CN	CainMin	凯恩最小值
133	weapons	zh-CN	CainMax	凯恩最大值
134	weapons	zh-CN	CainMagicMin	凯恩魔法最小
135	weapons	zh-CN	CainMagicMax	凯恩魔法最大
136	weapons	zh-CN	CainMagicLvl	凯恩魔法等级
137	weapons	zh-CN	HalbuMin	哈尔布最小值
138	weapons	zh-CN	HalbuMax	哈尔布最大值
139	weapons	zh-CN	HalbuMagicMin	哈尔布魔法最小
140	weapons	zh-CN	HalbuMagicMax	哈尔布魔法最大
141	weapons	zh-CN	HalbuMagicLvl	哈尔布魔法等级
142	weapons	zh-CN	JamellaMin	贾米拉最小值
143	weapons	zh-CN	JamellaMax	贾米拉最大值
144	weapons	zh-CN	JamellaMagicMin	贾米拉魔法最小
145	weapons	zh-CN	JamellaMagicMax	贾米拉魔法最大
146	weapons	zh-CN	JamellaMagicLvl	贾米拉魔法等级
147	weapons	zh-CN	LarzukMin	拉尔祖克最小值
148	weapons	zh-CN	LarzukMax	拉尔祖克最大值
149	weapons	zh-CN	LarzukMagicMin	拉尔祖克魔法最小
150	weapons	zh-CN	LarzukMagicMax	拉尔祖克魔法最大
151	weapons	zh-CN	LarzukMagicLvl	拉尔祖克魔法等级
152	weapons	zh-CN	AnyaMin	安亚最小值
153	weapons	zh-CN	AnyaMax	安亚最大值
154	weapons	zh-CN	AnyaMagicMin	安亚魔法最小
155	weapons	zh-CN	AnyaMagicMax	安亚魔法最大
156	weapons	zh-CN	AnyaMagicLvl	安亚魔法等级
157	weapons	zh-CN	MalahMin	玛拉最小值
158	weapons	zh-CN	MalahMax	玛拉最大值
159	weapons	zh-CN	MalahMagicMin	玛拉魔法最小
160	weapons	zh-CN	MalahMagicMax	玛拉魔法最大
161	weapons	zh-CN	MalahMagicLvl	玛拉魔法等级
162	weapons	zh-CN	Transform	变形
163	weapons	zh-CN	InvTrans	背包转换
164	weapons	zh-CN	SkipName	跳过名称
165	weapons	zh-CN	NightmareUpgrade	噩梦升级
166	weapons	zh-CN	HellUpgrade	地狱升级
167	weapons	zh-CN	Nameable	可命名
168	weapons	zh-CN	PermStoreItem	永久商店物品
169	weapons	zh-CN	UICatOverride	UI分类覆盖
170	weapons	zh-CN	diablocloneweight	暗黑克隆权重
