序列号	原始表格名	语言	字段	说明
74	monstats	zh-CN	MissC	近战miss
75	monstats	zh-CN	MissSQ	序列miss
76	monstats	zh-CN	Align	阵营
77	monstats	zh-CN	isSpawn	可生成
78	monstats	zh-CN	isMelee	近战
79	monstats	zh-CN	npc	NPC
80	monstats	zh-CN	interact	交互
81	monstats	zh-CN	inventory	背包
82	monstats	zh-CN	inTown	城镇
83	monstats	zh-CN	lUndead	活亡灵
84	monstats	zh-CN	hUndead	高阶亡灵
85	monstats	zh-CN	demon	恶魔
86	monstats	zh-CN	flying	飞行
87	monstats	zh-CN	opendoors	开门
88	monstats	zh-CN	boss	Boss
89	monstats	zh-CN	primeevil	魔王
90	monstats	zh-CN	killable	可杀
91	monstats	zh-CN	switchai	切换AI
92	monstats	zh-CN	noAura	无光环
93	monstats	zh-CN	nomultishot	无多重射击
94	monstats	zh-CN	nopreventmonsterheal	不禁用怪物治疗
95	monstats	zh-CN	neverCount	永不计分
96	monstats	zh-CN	petIgnore	宠物忽略
97	monstats	zh-CN	deathDmg	死亡伤害
98	monstats	zh-CN	genericSpawn	通用生成
99	monstats	zh-CN	zoo	动物园
100	monstats	zh-CN	CannotDesecrate	不可亵渎
101	monstats	zh-CN	CannotHerald	不可通报
102	monstats	zh-CN	rightArmItemType	右手物品类型
103	monstats	zh-CN	leftArmItemType	左手物品类型
104	monstats	zh-CN	canNotUseTwoHandedItems	无法使用双手武器
105	monstats	zh-CN	SendSkills	发送技能
106	monstats	zh-CN	Skill1	技能1
107	monstats	zh-CN	Sk1mode	技能1模式
108	monstats	zh-CN	Sk1lvl	技能1等级
109	monstats	zh-CN	Skill2	技能2
110	monstats	zh-CN	Sk2mode	技能2模式
111	monstats	zh-CN	Sk2lvl	技能2等级
112	monstats	zh-CN	Skill3	技能3
113	monstats	zh-CN	Sk3mode	技能3模式
114	monstats	zh-CN	Sk3lvl	技能3等级
115	monstats	zh-CN	Skill4	技能4
116	monstats	zh-CN	Sk4mode	技能4模式
117	monstats	zh-CN	Sk4lvl	技能4等级
118	monstats	zh-CN	Skill5	技能5
119	monstats	zh-CN	Sk5mode	技能5模式
120	monstats	zh-CN	Sk5lvl	技能5等级
121	monstats	zh-CN	Skill6	技能6
122	monstats	zh-CN	Sk6mode	技能6模式
123	monstats	zh-CN	Sk6lvl	技能6等级
124	monstats	zh-CN	Skill7	技能7
125	monstats	zh-CN	Sk7mode	技能7模式
126	monstats	zh-CN	Sk7lvl	技能7等级
127	monstats	zh-CN	Skill8	技能8
128	monstats	zh-CN	Sk8mode	技能8模式
129	monstats	zh-CN	Sk8lvl	技能8等级
130	monstats	zh-CN	Drain	生命吸取
131	monstats	zh-CN	Drain(N)	生命吸取噩梦
132	monstats	zh-CN	Drain(H)	生命吸取地狱
133	monstats	zh-CN	coldeffect	冰冻效果
134	monstats	zh-CN	coldeffect(N)	冰冻效果噩梦
135	monstats	zh-CN	coldeffect(H)	冰冻效果地狱
136	monstats	zh-CN	ResDm	物理抗性
137	monstats	zh-CN	ResMa	魔法抗性
138	monstats	zh-CN	ResFi	火抗
139	monstats	zh-CN	ResLi	电抗
140	monstats	zh-CN	ResCo	冰抗
141	monstats	zh-CN	ResPo	毒抗
142	monstats	zh-CN	ResDm(N)	物理抗性噩梦
143	monstats	zh-CN	ResMa(N)	魔法抗性噩梦
144	monstats	zh-CN	ResFi(N)	火抗噩梦
145	monstats	zh-CN	ResLi(N)	电抗噩梦
146	monstats	zh-CN	ResCo(N)	冰抗噩梦
147	monstats	zh-CN	ResPo(N)	毒抗噩梦
148	monstats	zh-CN	ResDm(H)	物理抗性地狱
149	monstats	zh-CN	ResMa(H)	魔法抗性地狱
150	monstats	zh-CN	ResFi(H)	火抗地狱
151	monstats	zh-CN	ResLi(H)	电抗地狱
152	monstats	zh-CN	ResCo(H)	冰抗地狱
153	monstats	zh-CN	ResPo(H)	毒抗地狱
154	monstats	zh-CN	DamageRegen	伤害回复
155	monstats	zh-CN	SkillDamage	技能伤害
156	monstats	zh-CN	noRatio	无线比例
157	monstats	zh-CN	ShieldBlockOverride	盾牌格挡覆盖
158	monstats	zh-CN	ToBlock	格挡
159	monstats	zh-CN	ToBlock(N)	格挡噩梦
160	monstats	zh-CN	ToBlock(H)	格挡地狱
161	monstats	zh-CN	Crit	暴击
162	monstats	zh-CN	minHP	最小生命
163	monstats	zh-CN	maxHP	最大生命
164	monstats	zh-CN	AC	防御
165	monstats	zh-CN	Exp	经验
166	monstats	zh-CN	A1MinD	攻击1最小伤害
167	monstats	zh-CN	A1MaxD	攻击1最大伤害
168	monstats	zh-CN	A1TH	攻击1命中
169	monstats	zh-CN	A2MinD	攻击2最小伤害
170	monstats	zh-CN	A2MaxD	攻击2最大伤害
171	monstats	zh-CN	A2TH	攻击2命中
172	monstats	zh-CN	S1MinD	技能1最小伤害
173	monstats	zh-CN	S1MaxD	技能1最大伤害
174	monstats	zh-CN	S1TH	技能1命中
175	monstats	zh-CN	MinHP(N)	最小生命噩梦
176	monstats	zh-CN	MaxHP(N)	最大生命噩梦
177	monstats	zh-CN	AC(N)	防御噩梦
178	monstats	zh-CN	Exp(N)	经验噩梦
179	monstats	zh-CN	A1MinD(N)	攻击1最小伤害噩梦
180	monstats	zh-CN	A1MaxD(N)	攻击1最大伤害噩梦
181	monstats	zh-CN	A1TH(N)	攻击1命中噩梦
182	monstats	zh-CN	A2MinD(N)	攻击2最小伤害噩梦
183	monstats	zh-CN	A2MaxD(N)	攻击2最大伤害噩梦
184	monstats	zh-CN	A2TH(N)	攻击2命中噩梦
185	monstats	zh-CN	S1MinD(N)	技能1最小伤害噩梦
186	monstats	zh-CN	S1MaxD(N)	技能1最大伤害噩梦
187	monstats	zh-CN	S1TH(N)	技能1命中噩梦
188	monstats	zh-CN	MinHP(H)	最小生命地狱
189	monstats	zh-CN	MaxHP(H)	最大生命地狱
190	monstats	zh-CN	AC(H)	防御地狱
191	monstats	zh-CN	Exp(H)	经验地狱
192	monstats	zh-CN	A1MinD(H)	攻击1最小伤害地狱
193	monstats	zh-CN	A1MaxD(H)	攻击1最大伤害地狱
194	monstats	zh-CN	A1TH(H)	攻击1命中地狱
195	monstats	zh-CN	A2MinD(H)	攻击2最小伤害地狱
196	monstats	zh-CN	A2MaxD(H)	攻击2最大伤害地狱
197	monstats	zh-CN	A2TH(H)	攻击2命中地狱
198	monstats	zh-CN	S1MinD(H)	技能1最小伤害地狱
199	monstats	zh-CN	S1MaxD(H)	技能1最大伤害地狱
200	monstats	zh-CN	S1TH(H)	技能1命中地狱
