序列号	原始表格名	语言	字段	说明
71	cubemain	zh-CN	b mod 4 max	词缀B4最大值
72	cubemain	zh-CN	b mod 5	词缀B5
73	cubemain	zh-CN	b mod 5 chance	词缀B5概率
74	cubemain	zh-CN	b mod 5 param	词缀B5参数
75	cubemain	zh-CN	b mod 5 min	词缀B5最小值
76	cubemain	zh-CN	b mod 5 max	词缀B5最大值
77	cubemain	zh-CN	output c	输出物品C
78	cubemain	zh-CN	c lvl	物品等级C
79	cubemain	zh-CN	c plvl	玩家等级C
80	cubemain	zh-CN	c ilvl	物品级别C
81	cubemain	zh-CN	c mod 1	词缀C1
82	cubemain	zh-CN	c mod 1 chance	词缀C1概率
83	cubemain	zh-CN	c mod 1 param	词缀C1参数
84	cubemain	zh-CN	c mod 1 min	词缀C1最小值
85	cubemain	zh-CN	c mod 1 max	词缀C1最大值
86	cubemain	zh-CN	c mod 2	词缀C2
87	cubemain	zh-CN	c mod 2 chance	词缀C2概率
88	cubemain	zh-CN	c mod 2 param	词缀C2参数
89	cubemain	zh-CN	c mod 2 min	词缀C2最小值
90	cubemain	zh-CN	c mod 2 max	词缀C2最大值
91	cubemain	zh-CN	c mod 3	词缀C3
92	cubemain	zh-CN	c mod 3 chance	词缀C3概率
93	cubemain	zh-CN	c mod 3 param	词缀C3参数
94	cubemain	zh-CN	c mod 3 min	词缀C3最小值
95	cubemain	zh-CN	c mod 3 max	词缀C3最大值
96	cubemain	zh-CN	c mod 4	词缀C4
97	cubemain	zh-CN	c mod 4 chance	词缀C4概率
98	cubemain	zh-CN	c mod 4 param	词缀C4参数
99	cubemain	zh-CN	c mod 4 min	词缀C4最小值
100	cubemain	zh-CN	c mod 4 max	词缀C4最大值
101	cubemain	zh-CN	c mod 5	词缀C5
102	cubemain	zh-CN	c mod 5 chance	词缀C5概率
103	cubemain	zh-CN	c mod 5 param	词缀C5参数
104	cubemain	zh-CN	c mod 5 min	词缀C5最小值
105	cubemain	zh-CN	c mod 5 max	词缀C5最大值
106	cubemain	zh-CN	*eol	行结束标记
