序列号	原始表格名	语言	字段	说明
89	objects	zh-CN	Mode3	模式3
90	objects	zh-CN	Mode4	模式4
91	objects	zh-CN	Mode5	模式5
92	objects	zh-CN	Mode6	模式6
93	objects	zh-CN	Mode7	模式7
94	objects	zh-CN	Yoffset	Y偏移
95	objects	zh-CN	Xoffset	X偏移
96	objects	zh-CN	Draw	绘制
97	objects	zh-CN	Red	红色
98	objects	zh-CN	Green	绿色
99	objects	zh-CN	Blue	蓝色
100	objects	zh-CN	HD	头
101	objects	zh-CN	TR	躯干
102	objects	zh-CN	LG	左腿
103	objects	zh-CN	RA	右腿
104	objects	zh-CN	LA	左臂
105	objects	zh-CN	RH	右手
106	objects	zh-CN	LH	左手
107	objects	zh-CN	SH	盾牌
108	objects	zh-CN	S1	技能1
109	objects	zh-CN	S2	技能2
110	objects	zh-CN	S3	技能3
111	objects	zh-CN	S4	技能4
112	objects	zh-CN	S5	技能5
113	objects	zh-CN	S6	技能6
114	objects	zh-CN	S7	技能7
115	objects	zh-CN	S8	技能8
116	objects	zh-CN	TotalPieces	总部件
117	objects	zh-CN	SubClass	子类别
118	objects	zh-CN	Xspace	X空间
119	objects	zh-CN	Yspace	Y空间
120	objects	zh-CN	NameOffset	名称偏移
121	objects	zh-CN	MonsterOK	可放置怪物
122	objects	zh-CN	ShrineFunction	神龛功能
123	objects	zh-CN	Restore	恢复
124	objects	zh-CN	Parm0	参数0
125	objects	zh-CN	Parm1	参数1
126	objects	zh-CN	Parm2	参数2
127	objects	zh-CN	Parm3	参数3
128	objects	zh-CN	Parm4	参数4
129	objects	zh-CN	Lockable	可锁
130	objects	zh-CN	Gore	血腥
131	objects	zh-CN	Sync	同步
132	objects	zh-CN	Damage	伤害
133	objects	zh-CN	Overlay	覆盖
134	objects	zh-CN	CollisionSubst	碰撞替换
135	objects	zh-CN	Left	左边
136	objects	zh-CN	Top	顶边
137	objects	zh-CN	Width	宽度
138	objects	zh-CN	Height	高度
139	objects	zh-CN	OperateFn	操作函数
140	objects	zh-CN	PopulateFn	生成函数
141	objects	zh-CN	InitFn	初始化函数
142	objects	zh-CN	ClientFn	客户端函数
143	objects	zh-CN	RestoreVirgins	恢复原状
144	objects	zh-CN	BlockMissile	阻挡投射
145	objects	zh-CN	DrawUnder	绘制在下
146	objects	zh-CN	OpenWarp	开放传送
147	objects	zh-CN	AutoMap	自动地图
