序列号	原始表格名	语言	字段	说明
75	monstats2	zh-CN	dSQ	序列延迟
76	monstats2	zh-CN	dRN	奔跑延迟
77	monstats2	zh-CN	A1mv	攻击1移动
78	monstats2	zh-CN	A2mv	攻击2移动
79	monstats2	zh-CN	SCmv	施法移动
80	monstats2	zh-CN	S1mv	技能1移动
81	monstats2	zh-CN	S2mv	技能2移动
82	monstats2	zh-CN	S3mv	技能3移动
83	monstats2	zh-CN	S4mv	技能4移动
84	monstats2	zh-CN	noGfxHitTest	无图形命中测试
85	monstats2	zh-CN	htTop	命中顶部
86	monstats2	zh-CN	htLeft	命中左边
87	monstats2	zh-CN	htWidth	命中宽度
88	monstats2	zh-CN	htHeight	命中高度
89	monstats2	zh-CN	restore	恢复
90	monstats2	zh-CN	automapCel	自动地图图像
91	monstats2	zh-CN	noMap	无地图
92	monstats2	zh-CN	noOvly	无覆盖
93	monstats2	zh-CN	isSel	可选中
94	monstats2	zh-CN	alSel	总是选中
95	monstats2	zh-CN	noSel	无法选中
96	monstats2	zh-CN	shiftSelect	Shift选中
97	monstats2	zh-CN	corpseSel	尸体可选中
98	monstats2	zh-CN	isAtt	可攻击
99	monstats2	zh-CN	revive	复活
100	monstats2	zh-CN	limitCorpses	限制尸体
101	monstats2	zh-CN	critter	生物
102	monstats2	zh-CN	small	小
103	monstats2	zh-CN	large	大
104	monstats2	zh-CN	soft	软
105	monstats2	zh-CN	inert	惰性
106	monstats2	zh-CN	objCol	物体碰撞
107	monstats2	zh-CN	deadCol	尸体碰撞
108	monstats2	zh-CN	unflatDead	非平面死亡
109	monstats2	zh-CN	Shadow	阴影
110	monstats2	zh-CN	noUniqueShift	无独特偏移
111	monstats2	zh-CN	compositeDeath	复合死亡
112	monstats2	zh-CN	localBlood	本地血液
113	monstats2	zh-CN	Bleed	出血
114	monstats2	zh-CN	Light	光源
115	monstats2	zh-CN	light-r	红光
116	monstats2	zh-CN	light-g	绿光
117	monstats2	zh-CN	light-b	蓝光
118	monstats2	zh-CN	Utrans	独特变形
119	monstats2	zh-CN	Utrans(N)	独特变形噩梦
120	monstats2	zh-CN	Utrans(H)	独特变形地狱
121	monstats2	zh-CN	InfernoLen	暗火长度
122	monstats2	zh-CN	InfernoAnim	暗火动画
123	monstats2	zh-CN	InfernoRollback	暗火回滚
124	monstats2	zh-CN	ResurrectMode	复活模式
125	monstats2	zh-CN	ResurrectSkill	复活技能
126	monstats2	zh-CN	SpawnUniqueMod	生成独特修正
127	monstats2	zh-CN	*eol	行结束标记
